State Legislative District,Office,Party,Candidate,Votes
House 58,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,24381
House 59,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,21222
House 60,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,16444
House 61,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,11876
House 62,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,4695
House 63,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,72
House 64,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,1167
House 74,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,8110
House 75,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,1591
House 76,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,13188
House 77,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,0
House 78,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,2184
House 80,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,1042
House 82,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,10781
House 83,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,23228
House 84,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,8433
House 85,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,1762
House 89,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,28213
Senate 6,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,6901
Senate 10,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,6219
Senate 34,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,10851
Senate 35,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,318
Senate 36,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,68817
Senate 38,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,43428
Senate 39,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,53371
Senate 42,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,43167
Senate 44,U.S. Representative: district 5,(DEM,JOHN R. LEWIS ,42334
House 22,U.S. Representative: district 6,(REP,KAREN HANDEL ,1449
House 22,U.S. Representative: district 6,DEM,LUCY MCBATH,522
House 25,U.S. Representative: district 6,(REP,KAREN HANDEL ,1415
House 25,U.S. Representative: district 6,DEM,LUCY MCBATH,1627
House 37,U.S. Representative: district 6,(REP,KAREN HANDEL ,3346
House 37,U.S. Representative: district 6,DEM,LUCY MCBATH,3587
House 42,U.S. Representative: district 6,(REP,KAREN HANDEL ,382
House 42,U.S. Representative: district 6,DEM,LUCY MCBATH,751
House 43,U.S. Representative: district 6,(REP,KAREN HANDEL ,10717
House 43,U.S. Representative: district 6,DEM,LUCY MCBATH,9491
House 44,U.S. Representative: district 6,(REP,KAREN HANDEL ,10233
House 44,U.S. Representative: district 6,DEM,LUCY MCBATH,8336
House 45,U.S. Representative: district 6,(REP,KAREN HANDEL ,16130
House 45,U.S. Representative: district 6,DEM,LUCY MCBATH,12828
House 46,U.S. Representative: district 6,(REP,KAREN HANDEL ,11576
House 46,U.S. Representative: district 6,DEM,LUCY MCBATH,7985
House 47,U.S. Representative: district 6,(REP,KAREN HANDEL ,16225
House 47,U.S. Representative: district 6,DEM,LUCY MCBATH,11179
House 48,U.S. Representative: district 6,(REP,KAREN HANDEL ,11092
House 48,U.S. Representative: district 6,DEM,LUCY MCBATH,11155
House 49,U.S. Representative: district 6,(REP,KAREN HANDEL ,12899
House 49,U.S. Representative: district 6,DEM,LUCY MCBATH,12005
House 50,U.S. Representative: district 6,(REP,KAREN HANDEL ,10628
House 50,U.S. Representative: district 6,DEM,LUCY MCBATH,11285
House 51,U.S. Representative: district 6,(REP,KAREN HANDEL ,11455
House 51,U.S. Representative: district 6,DEM,LUCY MCBATH,13091
House 52,U.S. Representative: district 6,(REP,KAREN HANDEL ,6886
House 52,U.S. Representative: district 6,DEM,LUCY MCBATH,9134
House 58,U.S. Representative: district 6,(REP,KAREN HANDEL ,0
House 58,U.S. Representative: district 6,DEM,LUCY MCBATH,0
House 79,U.S. Representative: district 6,(REP,KAREN HANDEL ,10492
House 79,U.S. Representative: district 6,DEM,LUCY MCBATH,12750
House 80,U.S. Representative: district 6,(REP,KAREN HANDEL ,9708
House 80,U.S. Representative: district 6,DEM,LUCY MCBATH,12351
House 81,U.S. Representative: district 6,(REP,KAREN HANDEL ,6440
House 81,U.S. Representative: district 6,DEM,LUCY MCBATH,10734
House 82,U.S. Representative: district 6,(REP,KAREN HANDEL ,1395
House 82,U.S. Representative: district 6,DEM,LUCY MCBATH,3624
House 86,U.S. Representative: district 6,(REP,KAREN HANDEL ,1093
House 86,U.S. Representative: district 6,DEM,LUCY MCBATH,1748
House 87,U.S. Representative: district 6,(REP,KAREN HANDEL ,825
House 87,U.S. Representative: district 6,DEM,LUCY MCBATH,2016
House 88,U.S. Representative: district 6,(REP,KAREN HANDEL ,1519
House 88,U.S. Representative: district 6,DEM,LUCY MCBATH,3465
House 95,U.S. Representative: district 6,(REP,KAREN HANDEL ,970
House 95,U.S. Representative: district 6,DEM,LUCY MCBATH,474
Senate 6,U.S. Representative: district 6,(REP,KAREN HANDEL ,4988
Senate 6,U.S. Representative: district 6,DEM,LUCY MCBATH,7357
Senate 14,U.S. Representative: district 6,(REP,KAREN HANDEL ,1412
Senate 14,U.S. Representative: district 6,DEM,LUCY MCBATH,1114
Senate 21,U.S. Representative: district 6,(REP,KAREN HANDEL ,15223
Senate 21,U.S. Representative: district 6,DEM,LUCY MCBATH,11506
Senate 32,U.S. Representative: district 6,(REP,KAREN HANDEL ,49605
Senate 32,U.S. Representative: district 6,DEM,LUCY MCBATH,38869
Senate 33,U.S. Representative: district 6,(REP,KAREN HANDEL ,3724
Senate 33,U.S. Representative: district 6,DEM,LUCY MCBATH,4383
Senate 36,U.S. Representative: district 6,(REP,KAREN HANDEL ,0
Senate 36,U.S. Representative: district 6,DEM,LUCY MCBATH,0
Senate 37,U.S. Representative: district 6,(REP,KAREN HANDEL ,94
Senate 37,U.S. Representative: district 6,DEM,LUCY MCBATH,52
Senate 40,U.S. Representative: district 6,(REP,KAREN HANDEL ,27381
Senate 40,U.S. Representative: district 6,DEM,LUCY MCBATH,36524
Senate 41,U.S. Representative: district 6,(REP,KAREN HANDEL ,1369
Senate 41,U.S. Representative: district 6,DEM,LUCY MCBATH,2341
Senate 42,U.S. Representative: district 6,(REP,KAREN HANDEL ,3498
Senate 42,U.S. Representative: district 6,DEM,LUCY MCBATH,7053
Senate 48,U.S. Representative: district 6,(REP,KAREN HANDEL ,11390
Senate 48,U.S. Representative: district 6,DEM,LUCY MCBATH,12620
Senate 56,U.S. Representative: district 6,(REP,KAREN HANDEL ,38191
Senate 56,U.S. Representative: district 6,DEM,LUCY MCBATH,38320
House 9,U.S. Representative: district 7,(REP,ROB WOODALL ,1
House 9,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,0
House 22,U.S. Representative: district 7,(REP,ROB WOODALL ,6119
House 22,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,3955
House 24,U.S. Representative: district 7,(REP,ROB WOODALL ,14160
House 24,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,5474
House 25,U.S. Representative: district 7,(REP,ROB WOODALL ,16873
House 25,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,8840
House 26,U.S. Representative: district 7,(REP,ROB WOODALL ,7768
House 26,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,2912
House 81,U.S. Representative: district 7,(REP,ROB WOODALL ,301
House 81,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,791
House 95,U.S. Representative: district 7,(REP,ROB WOODALL ,10076
House 95,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,12248
House 96,U.S. Representative: district 7,(REP,ROB WOODALL ,4519
House 96,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,9056
House 97,U.S. Representative: district 7,(REP,ROB WOODALL ,13242
House 97,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,11435
House 98,U.S. Representative: district 7,(REP,ROB WOODALL ,13841
House 98,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,9197
House 99,U.S. Representative: district 7,(REP,ROB WOODALL ,507
House 99,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,1986
House 100,U.S. Representative: district 7,(REP,ROB WOODALL ,2477
House 100,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,10046
House 101,U.S. Representative: district 7,(REP,ROB WOODALL ,7960
House 101,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,11857
House 102,U.S. Representative: district 7,(REP,ROB WOODALL ,10056
House 102,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,10841
House 103,U.S. Representative: district 7,(REP,ROB WOODALL ,6463
House 103,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,4536
House 104,U.S. Representative: district 7,(REP,ROB WOODALL ,1303
House 104,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,3303
House 105,U.S. Representative: district 7,(REP,ROB WOODALL ,6717
House 105,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,10912
House 106,U.S. Representative: district 7,(REP,ROB WOODALL ,4563
House 106,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,4427
House 107,U.S. Representative: district 7,(REP,ROB WOODALL ,8737
House 107,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,12534
House 108,U.S. Representative: district 7,(REP,ROB WOODALL ,3245
House 108,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,3203
House 114,U.S. Representative: district 7,(REP,ROB WOODALL ,1504
House 114,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,2458
Senate 5,U.S. Representative: district 7,(REP,ROB WOODALL ,8369
Senate 5,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,26620
Senate 9,U.S. Representative: district 7,(REP,ROB WOODALL ,24063
Senate 9,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,23536
Senate 27,U.S. Representative: district 7,(REP,ROB WOODALL ,44920
Senate 27,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,21181
Senate 40,U.S. Representative: district 7,(REP,ROB WOODALL ,5210
Senate 40,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,6225
Senate 41,U.S. Representative: district 7,(REP,ROB WOODALL ,2646
Senate 41,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,6491
Senate 45,U.S. Representative: district 7,(REP,ROB WOODALL ,34706
Senate 45,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,27964
Senate 48,U.S. Representative: district 7,(REP,ROB WOODALL ,18510
Senate 48,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,24145
Senate 55,U.S. Representative: district 7,(REP,ROB WOODALL ,2006
Senate 55,U.S. Representative: district 7,DEM,CAROLYN BOURDEAUX,3849
House 129,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,9190
House 140,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,4762
House 141,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,19162
House 142,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,0
House 143,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,3038
House 144,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,14966
House 146,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,19808
House 147,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,13623
House 148,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,9628
House 149,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,8403
House 152,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,6512
House 155,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,14433
House 170,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,14652
House 171,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,3437
House 172,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,12119
House 173,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,5419
House 174,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,5159
House 175,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,17627
House 176,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,8125
House 177,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,8089
Senate 7,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,15973
Senate 8,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,39023
Senate 11,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,21271
Senate 13,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,27360
Senate 18,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,29378
Senate 19,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,2652
Senate 20,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,42165
Senate 25,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,7815
Senate 26,U.S. Representative: district 8,(REP,AUSTIN SCOTT ,12514
House 7,U.S. Representative: district 9,(REP,DOUG COLLINS ,20862
House 7,U.S. Representative: district 9,DEM,JOSH MCCALL,4223
House 8,U.S. Representative: district 9,(REP,DOUG COLLINS ,22873
House 8,U.S. Representative: district 9,DEM,JOSH MCCALL,4913
House 9,U.S. Representative: district 9,(REP,DOUG COLLINS ,19135
House 9,U.S. Representative: district 9,DEM,JOSH MCCALL,3768
House 10,U.S. Representative: district 9,(REP,DOUG COLLINS ,19159
House 10,U.S. Representative: district 9,DEM,JOSH MCCALL,3643
House 11,U.S. Representative: district 9,(REP,DOUG COLLINS ,7350
House 11,U.S. Representative: district 9,DEM,JOSH MCCALL,1412
House 22,U.S. Representative: district 9,(REP,DOUG COLLINS ,3
House 22,U.S. Representative: district 9,DEM,JOSH MCCALL,1
House 24,U.S. Representative: district 9,(REP,DOUG COLLINS ,6103
House 24,U.S. Representative: district 9,DEM,JOSH MCCALL,1434
House 26,U.S. Representative: district 9,(REP,DOUG COLLINS ,14025
House 26,U.S. Representative: district 9,DEM,JOSH MCCALL,2899
House 27,U.S. Representative: district 9,(REP,DOUG COLLINS ,16585
House 27,U.S. Representative: district 9,DEM,JOSH MCCALL,3520
House 28,U.S. Representative: district 9,(REP,DOUG COLLINS ,13623
House 28,U.S. Representative: district 9,DEM,JOSH MCCALL,2459
House 29,U.S. Representative: district 9,(REP,DOUG COLLINS ,9796
House 29,U.S. Representative: district 9,DEM,JOSH MCCALL,5534
House 30,U.S. Representative: district 9,(REP,DOUG COLLINS ,14660
House 30,U.S. Representative: district 9,DEM,JOSH MCCALL,5625
House 31,U.S. Representative: district 9,(REP,DOUG COLLINS ,19595
House 31,U.S. Representative: district 9,DEM,JOSH MCCALL,4143
House 32,U.S. Representative: district 9,(REP,DOUG COLLINS ,16570
House 32,U.S. Representative: district 9,DEM,JOSH MCCALL,3632
House 33,U.S. Representative: district 9,(REP,DOUG COLLINS ,11716
House 33,U.S. Representative: district 9,DEM,JOSH MCCALL,4323
House 103,U.S. Representative: district 9,(REP,DOUG COLLINS ,9059
House 103,U.S. Representative: district 9,DEM,JOSH MCCALL,2393
House 117,U.S. Representative: district 9,(REP,DOUG COLLINS ,2219
House 117,U.S. Representative: district 9,DEM,JOSH MCCALL,591
House 118,U.S. Representative: district 9,(REP,DOUG COLLINS ,1328
House 118,U.S. Representative: district 9,DEM,JOSH MCCALL,3399
House 119,U.S. Representative: district 9,(REP,DOUG COLLINS ,0
House 119,U.S. Representative: district 9,DEM,JOSH MCCALL,0
Senate 24,U.S. Representative: district 9,(REP,DOUG COLLINS ,12292
Senate 24,U.S. Representative: district 9,DEM,JOSH MCCALL,4394
Senate 27,U.S. Representative: district 9,(REP,DOUG COLLINS ,20841
Senate 27,U.S. Representative: district 9,DEM,JOSH MCCALL,4490
Senate 47,U.S. Representative: district 9,(REP,DOUG COLLINS ,22422
Senate 47,U.S. Representative: district 9,DEM,JOSH MCCALL,8489
Senate 49,U.S. Representative: district 9,(REP,DOUG COLLINS ,48422
Senate 49,U.S. Representative: district 9,DEM,JOSH MCCALL,16475
Senate 50,U.S. Representative: district 9,(REP,DOUG COLLINS ,54698
Senate 50,U.S. Representative: district 9,DEM,JOSH MCCALL,11167
Senate 51,U.S. Representative: district 9,(REP,DOUG COLLINS ,65569
Senate 51,U.S. Representative: district 9,DEM,JOSH MCCALL,12845
Senate 54,U.S. Representative: district 9,(REP,DOUG COLLINS ,417
Senate 54,U.S. Representative: district 9,DEM,JOSH MCCALL,52
